event_time,hostname,parser,message,source,file_name,prefetch_ctime,prefetch_mtime,prefetch_size,prefetch_hash,prefetch_version,prefetch_file,prefetch_count
2026-01-08T12:12:37Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-9FE58BBB.pf,MSEDGEWEBVIEW2.EXE,2025-11-08T15:15:23.5750071Z,2026-01-08T12:12:50.3963951Z,117920,0X9FE58BBB,Win11 (31),MSEDGEWEBVIEW2.EXE-9FE58BBB.pf,6
2026-01-08T12:12:41Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 5,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-9FE58BB1.pf,MSEDGEWEBVIEW2.EXE,2025-11-08T15:15:23.6099152Z,2026-01-08T12:12:51.4338634Z,120796,0X9FE58BB1,Win11 (31),MSEDGEWEBVIEW2.EXE-9FE58BB1.pf,5
2026-01-08T12:14:05Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: ONEDRIVE.EXE Prefetch run count 4,C:\Windows\Prefetch\ONEDRIVE.EXE-7C12421F.pf,ONEDRIVE.EXE,2026-01-08T12:14:21.2143207Z,2026-03-11T19:43:30.9685374Z,488706,0X7C12421F,Win11 (31),ONEDRIVE.EXE-7C12421F.pf,4
2026-01-08T12:14:06Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: FILECOAUTH.EXE Prefetch run count 7,C:\Windows\Prefetch\FILECOAUTH.EXE-819E0C5F.pf,FILECOAUTH.EXE,2026-01-08T12:14:20.7661756Z,2026-01-09T20:29:46.4891056Z,79156,0X819E0C5F,Win11 (31),FILECOAUTH.EXE-819E0C5F.pf,7
2026-01-08T12:14:14Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: FILECOAUTH.EXE Prefetch run count 7,C:\Windows\Prefetch\FILECOAUTH.EXE-819E0C5F.pf,FILECOAUTH.EXE,2026-01-08T12:14:20.7661756Z,2026-01-09T20:29:46.4891056Z,79156,0X819E0C5F,Win11 (31),FILECOAUTH.EXE-819E0C5F.pf,7
2026-01-08T12:14:20.7661756Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): FILECOAUTH.EXE Prefetch run count 7,C:\Windows\Prefetch\FILECOAUTH.EXE-819E0C5F.pf,FILECOAUTH.EXE,2026-01-08T12:14:20.7661756Z,2026-01-09T20:29:46.4891056Z,79156,0X819E0C5F,Win11 (31),FILECOAUTH.EXE-819E0C5F.pf,7
2026-01-08T12:14:21.2143207Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): ONEDRIVE.EXE Prefetch run count 4,C:\Windows\Prefetch\ONEDRIVE.EXE-7C12421F.pf,ONEDRIVE.EXE,2026-01-08T12:14:21.2143207Z,2026-03-11T19:43:30.9685374Z,488706,0X7C12421F,Win11 (31),ONEDRIVE.EXE-7C12421F.pf,4
2026-01-08T12:14:33Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: ONEDRIVESETUP.EXE Prefetch run count 4,C:\Windows\Prefetch\ONEDRIVESETUP.EXE-222487C7.pf,ONEDRIVESETUP.EXE,2026-01-08T12:14:40.1691063Z,2026-02-28T15:11:20.3207357Z,196444,0X222487C7,Win11 (31),ONEDRIVESETUP.EXE-222487C7.pf,4
2026-01-08T12:14:35Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: LOGONUI.EXE Prefetch run count 17,C:\Windows\Prefetch\LOGONUI.EXE-E35F76FB.pf,LOGONUI.EXE,2025-10-19T21:48:32.5546736Z,2026-03-11T21:21:57.4040595Z,180744,0XE35F76FB,Win11 (31),LOGONUI.EXE-E35F76FB.pf,17
2026-01-08T12:14:35Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: ONEDRIVESETUP.EXE Prefetch run count 4,C:\Windows\Prefetch\ONEDRIVESETUP.EXE-222487C7.pf,ONEDRIVESETUP.EXE,2026-01-08T12:14:40.1691063Z,2026-02-28T15:11:20.3207357Z,196444,0X222487C7,Win11 (31),ONEDRIVESETUP.EXE-222487C7.pf,4
2026-01-08T12:14:38Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: FILECOAUTH.EXE Prefetch run count 7,C:\Windows\Prefetch\FILECOAUTH.EXE-819E0C5F.pf,FILECOAUTH.EXE,2026-01-08T12:14:20.7661756Z,2026-01-09T20:29:46.4891056Z,79156,0X819E0C5F,Win11 (31),FILECOAUTH.EXE-819E0C5F.pf,7
2026-01-08T12:14:40.1691063Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): ONEDRIVESETUP.EXE Prefetch run count 4,C:\Windows\Prefetch\ONEDRIVESETUP.EXE-222487C7.pf,ONEDRIVESETUP.EXE,2026-01-08T12:14:40.1691063Z,2026-02-28T15:11:20.3207357Z,196444,0X222487C7,Win11 (31),ONEDRIVESETUP.EXE-222487C7.pf,4
2026-01-08T12:24:51Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: TIWORKER.EXE Prefetch run count 6,C:\Windows\Prefetch\TIWORKER.EXE-607E4F0E.pf,TIWORKER.EXE,2025-11-07T23:30:05.8927413Z,2026-01-09T02:35:19.9825345Z,279846,0X607E4F0E,Win11 (31),TIWORKER.EXE-607E4F0E.pf,6
2026-01-08T12:26:05Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 7,C:\Windows\Prefetch\SVCHOST.EXE-E3079650.pf,SVCHOST.EXE,2025-10-20T18:41:55.9254151Z,2026-01-08T12:26:15.495272Z,76284,0XE3079650,Win11 (31),SVCHOST.EXE-E3079650.pf,7
2026-01-08T12:47:53Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSMPENG.EXE Prefetch run count 2,C:\Windows\Prefetch\MSMPENG.EXE-E70AA978.pf,MSMPENG.EXE,2026-01-08T12:50:56.9867166Z,2026-02-20T15:37:49.6754912Z,208140,0XE70AA978,Win11 (31),MSMPENG.EXE-E70AA978.pf,2
2026-01-08T12:48:06Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPCMDRUN.EXE Prefetch run count 24,C:\Windows\Prefetch\MPCMDRUN.EXE-2B0F38C4.pf,MPCMDRUN.EXE,2025-11-07T14:38:49.3466625Z,2026-01-08T12:50:57.0648707Z,35514,0X2B0F38C4,Win11 (31),MPCMDRUN.EXE-2B0F38C4.pf,24
2026-01-08T12:50:56.9867166Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MSMPENG.EXE Prefetch run count 2,C:\Windows\Prefetch\MSMPENG.EXE-E70AA978.pf,MSMPENG.EXE,2026-01-08T12:50:56.9867166Z,2026-02-20T15:37:49.6754912Z,208140,0XE70AA978,Win11 (31),MSMPENG.EXE-E70AA978.pf,2
2026-01-08T13:00:36.9272326Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MPCMDRUN.EXE Prefetch run count 103,C:\Windows\Prefetch\MPCMDRUN.EXE-3146E6EB.pf,MPCMDRUN.EXE,2026-01-08T13:00:36.9272326Z,2026-02-20T15:37:30.9448512Z,34910,0X3146E6EB,Win11 (31),MPCMDRUN.EXE-3146E6EB.pf,103
2026-01-08T13:01:54Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: TIWORKER.EXE Prefetch run count 6,C:\Windows\Prefetch\TIWORKER.EXE-607E4F0E.pf,TIWORKER.EXE,2025-11-07T23:30:05.8927413Z,2026-01-09T02:35:19.9825345Z,279846,0X607E4F0E,Win11 (31),TIWORKER.EXE-607E4F0E.pf,6
2026-01-08T14:11:13Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MRT.EXE Prefetch run count 3,C:\Windows\Prefetch\MRT.EXE-07B7D631.pf,MRT.EXE,2025-11-07T21:36:43.0411005Z,2026-02-20T15:41:59.593338Z,218128,0X7B7D631,Win11 (31),MRT.EXE-07B7D631.pf,3
2026-01-08T14:15:05Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WMIAPSRV.EXE Prefetch run count 15,C:\Windows\Prefetch\WMIAPSRV.EXE-CF150EEA.pf,WMIAPSRV.EXE,2025-10-20T18:36:01.6695961Z,2026-03-11T07:09:47.7266584Z,31718,0XCF150EEA,Win11 (31),WMIAPSRV.EXE-CF150EEA.pf,15
2026-01-08T15:50:22Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: TIWORKER.EXE Prefetch run count 6,C:\Windows\Prefetch\TIWORKER.EXE-607E4F0E.pf,TIWORKER.EXE,2025-11-07T23:30:05.8927413Z,2026-01-09T02:35:19.9825345Z,279846,0X607E4F0E,Win11 (31),TIWORKER.EXE-607E4F0E.pf,6
2026-01-09T02:04:00Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: TIWORKER.EXE Prefetch run count 6,C:\Windows\Prefetch\TIWORKER.EXE-607E4F0E.pf,TIWORKER.EXE,2025-11-07T23:30:05.8927413Z,2026-01-09T02:35:19.9825345Z,279846,0X607E4F0E,Win11 (31),TIWORKER.EXE-607E4F0E.pf,6
2026-01-09T02:23:08Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: TIWORKER.EXE Prefetch run count 6,C:\Windows\Prefetch\TIWORKER.EXE-607E4F0E.pf,TIWORKER.EXE,2025-11-07T23:30:05.8927413Z,2026-01-09T02:35:19.9825345Z,279846,0X607E4F0E,Win11 (31),TIWORKER.EXE-607E4F0E.pf,6
2026-01-09T02:25:33Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: VDS.EXE Prefetch run count 12,C:\Windows\Prefetch\VDS.EXE-F11BF333.pf,VDS.EXE,2025-10-19T21:48:31.7481715Z,2026-03-11T07:35:56.8593724Z,51686,0XF11BF333,Win11 (31),VDS.EXE-F11BF333.pf,12
2026-01-09T02:25:33Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: VDSLDR.EXE Prefetch run count 10,C:\Windows\Prefetch\VDSLDR.EXE-35269815.pf,VDSLDR.EXE,2025-10-19T21:48:35.9906371Z,2026-03-11T07:35:56.8495789Z,26532,0X35269815,Win11 (31),VDSLDR.EXE-35269815.pf,10
2026-01-09T02:27:41Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WERMGR.EXE Prefetch run count 16,C:\Windows\Prefetch\WERMGR.EXE-D948C216.pf,WERMGR.EXE,2025-11-07T23:17:47.9316251Z,2026-02-27T14:51:28.2719383Z,981036,0XD948C216,Win11 (31),WERMGR.EXE-D948C216.pf,16
2026-01-09T02:35:20.4332555Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): TIWORKER.EXE Prefetch run count 100,C:\Windows\Prefetch\TIWORKER.EXE-E72DCE01.pf,TIWORKER.EXE,2026-01-09T02:35:20.4332555Z,2026-02-20T15:54:40.6670647Z,304824,0XE72DCE01,Win11 (31),TIWORKER.EXE-E72DCE01.pf,100
2026-01-09T03:08:57Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: UIEORCHESTRATOR.EXE Prefetch run count 16,C:\Windows\Prefetch\UIEORCHESTRATOR.EXE-A5A79A71.pf,UIEORCHESTRATOR.EXE,2025-11-07T21:39:02.7943241Z,2026-02-27T16:30:05.8716157Z,35652,0XA5A79A71,Win11 (31),UIEORCHESTRATOR.EXE-A5A79A71.pf,16
2026-01-09T03:09:42Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: UIEORCHESTRATOR.EXE Prefetch run count 16,C:\Windows\Prefetch\UIEORCHESTRATOR.EXE-A5A79A71.pf,UIEORCHESTRATOR.EXE,2025-11-07T21:39:02.7943241Z,2026-02-27T16:30:05.8716157Z,35652,0XA5A79A71,Win11 (31),UIEORCHESTRATOR.EXE-A5A79A71.pf,16
2026-01-09T03:15:11Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: UIEORCHESTRATOR.EXE Prefetch run count 16,C:\Windows\Prefetch\UIEORCHESTRATOR.EXE-A5A79A71.pf,UIEORCHESTRATOR.EXE,2025-11-07T21:39:02.7943241Z,2026-02-27T16:30:05.8716157Z,35652,0XA5A79A71,Win11 (31),UIEORCHESTRATOR.EXE-A5A79A71.pf,16
2026-01-09T03:30:09Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: UIEORCHESTRATOR.EXE Prefetch run count 16,C:\Windows\Prefetch\UIEORCHESTRATOR.EXE-A5A79A71.pf,UIEORCHESTRATOR.EXE,2025-11-07T21:39:02.7943241Z,2026-02-27T16:30:05.8716157Z,35652,0XA5A79A71,Win11 (31),UIEORCHESTRATOR.EXE-A5A79A71.pf,16
2026-01-09T03:55:56.5255277Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): SVCHOST.EXE Prefetch run count 13,C:\Windows\Prefetch\SVCHOST.EXE-BBDD7D3F.pf,SVCHOST.EXE,2026-01-09T03:55:56.5255277Z,2026-03-11T20:12:06.3894776Z,70964,0XBBDD7D3F,Win11 (31),SVCHOST.EXE-BBDD7D3F.pf,13
2026-01-09T04:57:45Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: RUNDLL32.EXE Prefetch run count 6,C:\Windows\Prefetch\RUNDLL32.EXE-56A217A2.pf,RUNDLL32.EXE,2026-01-09T04:59:22.7569843Z,2026-02-09T21:35:39.1042081Z,22380,0X56A217A2,Win11 (31),RUNDLL32.EXE-56A217A2.pf,6
2026-01-09T04:57:45Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WINSAT.EXE Prefetch run count 10,C:\Windows\Prefetch\WINSAT.EXE-A854C4D0.pf,WINSAT.EXE,2025-10-20T22:10:55.4310628Z,2026-02-09T21:35:39.0842717Z,93466,0XA854C4D0,Win11 (31),WINSAT.EXE-A854C4D0.pf,10
2026-01-09T04:57:48Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WINSAT.EXE Prefetch run count 10,C:\Windows\Prefetch\WINSAT.EXE-A854C4D0.pf,WINSAT.EXE,2025-10-20T22:10:55.4310628Z,2026-02-09T21:35:39.0842717Z,93466,0XA854C4D0,Win11 (31),WINSAT.EXE-A854C4D0.pf,10
2026-01-09T04:57:48Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: RUNDLL32.EXE Prefetch run count 6,C:\Windows\Prefetch\RUNDLL32.EXE-56A217A2.pf,RUNDLL32.EXE,2026-01-09T04:59:22.7569843Z,2026-02-09T21:35:39.1042081Z,22380,0X56A217A2,Win11 (31),RUNDLL32.EXE-56A217A2.pf,6
2026-01-09T04:59:22.7569843Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): RUNDLL32.EXE Prefetch run count 6,C:\Windows\Prefetch\RUNDLL32.EXE-56A217A2.pf,RUNDLL32.EXE,2026-01-09T04:59:22.7569843Z,2026-02-09T21:35:39.1042081Z,22380,0X56A217A2,Win11 (31),RUNDLL32.EXE-56A217A2.pf,6
2026-01-09T05:48:28Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WERMGR.EXE Prefetch run count 16,C:\Windows\Prefetch\WERMGR.EXE-D948C216.pf,WERMGR.EXE,2025-11-07T23:17:47.9316251Z,2026-02-27T14:51:28.2719383Z,981036,0XD948C216,Win11 (31),WERMGR.EXE-D948C216.pf,16
2026-01-09T09:50:53Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 13,C:\Windows\Prefetch\SVCHOST.EXE-4CAD656A.pf,SVCHOST.EXE,2025-10-20T18:50:30.1561408Z,2026-02-28T15:10:02.2170622Z,21664,0X4CAD656A,Win11 (31),SVCHOST.EXE-4CAD656A.pf,13
2026-01-09T09:51:35Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: CTFMON.EXE Prefetch run count 17,C:\Windows\Prefetch\CTFMON.EXE-5E6E7DF5.pf,CTFMON.EXE,2025-11-07T13:22:47.6273451Z,2026-03-11T21:23:21.4396705Z,97588,0X5E6E7DF5,Win11 (31),CTFMON.EXE-5E6E7DF5.pf,17
2026-01-09T09:51:37Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WLRMDR.EXE Prefetch run count 12,C:\Windows\Prefetch\WLRMDR.EXE-8CD26CA2.pf,WLRMDR.EXE,2025-10-20T18:36:25.7845418Z,2026-03-11T21:22:12.6483048Z,39178,0X8CD26CA2,Win11 (31),WLRMDR.EXE-8CD26CA2.pf,12
2026-01-09T09:51:44Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: RUNDLL32.EXE Prefetch run count 20,C:\Windows\Prefetch\RUNDLL32.EXE-9DE38001.pf,RUNDLL32.EXE,2025-10-19T21:46:34.2741735Z,2026-03-11T19:41:10.8384756Z,36346,0X9DE38001,Win11 (31),RUNDLL32.EXE-9DE38001.pf,20
2026-01-09T09:51:46Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: DLLHOST.EXE Prefetch run count 7,C:\Windows\Prefetch\DLLHOST.EXE-08D3C038.pf,DLLHOST.EXE,2025-10-19T21:47:41.9020311Z,2026-01-09T09:51:57.4796611Z,22980,0X8D3C038,Win11 (31),DLLHOST.EXE-08D3C038.pf,7
2026-01-09T09:51:46Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: DLLHOST.EXE Prefetch run count 6,C:\Windows\Prefetch\DLLHOST.EXE-34E3C159.pf,DLLHOST.EXE,2025-10-20T18:36:32.3463499Z,2026-01-09T09:51:57.9561787Z,73512,0X34E3C159,Win11 (31),DLLHOST.EXE-34E3C159.pf,6
2026-01-09T09:52:04Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: RUNTIMEBROKER.EXE Prefetch run count 7,C:\Windows\Prefetch\RUNTIMEBROKER.EXE-2F8BA8EE.pf,RUNTIMEBROKER.EXE,2026-01-09T09:52:41.312863Z,2026-01-12T11:03:04.5817141Z,104912,0X2F8BA8EE,Win11 (31),RUNTIMEBROKER.EXE-2F8BA8EE.pf,7
2026-01-09T09:52:04Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 5,C:\Windows\Prefetch\SVCHOST.EXE-C26DD1EF.pf,SVCHOST.EXE,2025-10-20T18:41:23.0589822Z,2026-03-11T21:22:00.6913292Z,80798,0XC26DD1EF,Win11 (31),SVCHOST.EXE-C26DD1EF.pf,5
2026-01-09T09:52:07Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: STARTMENUEXPERIENCEHOST.EXE Prefetch run count 4,C:\Windows\Prefetch\STARTMENUEXPERIENCEHOST.EXE-507E2070.pf,STARTMENUEXPERIENCEHOST.EXE,2026-01-09T09:52:41.4685185Z,2026-03-11T21:21:57.6351942Z,372638,0X507E2070,Win11 (31),STARTMENUEXPERIENCEHOST.EXE-507E2070.pf,4
2026-01-09T09:52:12Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072F8.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5062605Z,2026-01-09T11:12:54.7976084Z,24408,0X337072F8,Win11 (31),MSEDGEWEBVIEW2.EXE-337072F8.pf,6
2026-01-09T09:52:17Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072F6.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5463001Z,2026-01-09T11:12:54.8835475Z,65262,0X337072F6,Win11 (31),MSEDGEWEBVIEW2.EXE-337072F6.pf,6
2026-01-09T09:52:17Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-33707301.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5721501Z,2026-01-09T11:24:09.9434947Z,43020,0X33707301,Win11 (31),MSEDGEWEBVIEW2.EXE-33707301.pf,6
2026-01-09T09:52:17Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072FF.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5582194Z,2026-01-09T11:12:54.8396779Z,80546,0X337072FF,Win11 (31),MSEDGEWEBVIEW2.EXE-337072FF.pf,6
2026-01-09T09:52:25Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MOBSYNC.EXE Prefetch run count 12,C:\Windows\Prefetch\MOBSYNC.EXE-A02D9B49.pf,MOBSYNC.EXE,2025-10-19T21:48:26.8494786Z,2026-03-11T21:22:07.4282372Z,54630,0XA02D9B49,Win11 (31),MOBSYNC.EXE-A02D9B49.pf,12
2026-01-09T09:52:41.2930599Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): SEARCHHOST.EXE Prefetch run count 12,C:\Windows\Prefetch\SEARCHHOST.EXE-8D501C88.pf,SEARCHHOST.EXE,2026-01-09T09:52:41.2930599Z,2026-01-13T07:45:21.6106639Z,245894,0X8D501C88,Win11 (31),SEARCHHOST.EXE-8D501C88.pf,12
2026-01-09T09:52:41.312863Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): RUNTIMEBROKER.EXE Prefetch run count 7,C:\Windows\Prefetch\RUNTIMEBROKER.EXE-2F8BA8EE.pf,RUNTIMEBROKER.EXE,2026-01-09T09:52:41.312863Z,2026-01-12T11:03:04.5817141Z,104912,0X2F8BA8EE,Win11 (31),RUNTIMEBROKER.EXE-2F8BA8EE.pf,7
2026-01-09T09:52:41.4027408Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): WIDGETS.EXE Prefetch run count 18,C:\Windows\Prefetch\WIDGETS.EXE-E6DFE7FF.pf,WIDGETS.EXE,2026-01-09T09:52:41.4027408Z,2026-01-12T11:56:21.2495353Z,25982,0XE6DFE7FF,Win11 (31),WIDGETS.EXE-E6DFE7FF.pf,18
2026-01-09T09:52:41.4685185Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): STARTMENUEXPERIENCEHOST.EXE Prefetch run count 4,C:\Windows\Prefetch\STARTMENUEXPERIENCEHOST.EXE-507E2070.pf,STARTMENUEXPERIENCEHOST.EXE,2026-01-09T09:52:41.4685185Z,2026-03-11T21:21:57.6351942Z,372638,0X507E2070,Win11 (31),STARTMENUEXPERIENCEHOST.EXE-507E2070.pf,4
2026-01-09T09:52:41.5062605Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072F8.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5062605Z,2026-01-09T11:12:54.7976084Z,24408,0X337072F8,Win11 (31),MSEDGEWEBVIEW2.EXE-337072F8.pf,6
2026-01-09T09:52:41.5463001Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072F6.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5463001Z,2026-01-09T11:12:54.8835475Z,65262,0X337072F6,Win11 (31),MSEDGEWEBVIEW2.EXE-337072F6.pf,6
2026-01-09T09:52:41.5582194Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072FF.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5582194Z,2026-01-09T11:12:54.8396779Z,80546,0X337072FF,Win11 (31),MSEDGEWEBVIEW2.EXE-337072FF.pf,6
2026-01-09T09:52:41.5721501Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-33707301.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5721501Z,2026-01-09T11:24:09.9434947Z,43020,0X33707301,Win11 (31),MSEDGEWEBVIEW2.EXE-33707301.pf,6
2026-01-09T09:52:50.1320795Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): BACKGROUNDTASKHOST.EXE Prefetch run count 21,C:\Windows\Prefetch\BACKGROUNDTASKHOST.EXE-92925431.pf,BACKGROUNDTASKHOST.EXE,2026-01-09T09:52:50.1320795Z,2026-01-13T08:15:34.6454412Z,63310,0X92925431,Win11 (31),BACKGROUNDTASKHOST.EXE-92925431.pf,21
2026-01-09T09:52:54Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SECURITYHEALTHSERVICE.EXE Prefetch run count 13,C:\Windows\Prefetch\SECURITYHEALTHSERVICE.EXE-35303265.pf,SECURITYHEALTHSERVICE.EXE,2025-10-20T18:36:50.9975244Z,2026-03-11T21:22:28.8346885Z,84964,0X35303265,Win11 (31),SECURITYHEALTHSERVICE.EXE-35303265.pf,13
2026-01-09T09:53:22Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: RUNTIMEBROKER.EXE Prefetch run count 7,C:\Windows\Prefetch\RUNTIMEBROKER.EXE-2F8BA8EE.pf,RUNTIMEBROKER.EXE,2026-01-09T09:52:41.312863Z,2026-01-12T11:03:04.5817141Z,104912,0X2F8BA8EE,Win11 (31),RUNTIMEBROKER.EXE-2F8BA8EE.pf,7
2026-01-09T09:53:24Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: ONEDRIVE.EXE Prefetch run count 4,C:\Windows\Prefetch\ONEDRIVE.EXE-7C12421F.pf,ONEDRIVE.EXE,2026-01-08T12:14:21.2143207Z,2026-03-11T19:43:30.9685374Z,488706,0X7C12421F,Win11 (31),ONEDRIVE.EXE-7C12421F.pf,4
2026-01-09T09:53:24Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 5,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072F4.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:54:16.3012416Z,2026-01-09T11:12:54.761839Z,235280,0X337072F4,Win11 (31),MSEDGEWEBVIEW2.EXE-337072F4.pf,5
2026-01-09T09:53:25Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072F8.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5062605Z,2026-01-09T11:12:54.7976084Z,24408,0X337072F8,Win11 (31),MSEDGEWEBVIEW2.EXE-337072F8.pf,6
2026-01-09T09:53:27Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSEDGEWEBVIEW2.EXE Prefetch run count 6,C:\Windows\Prefetch\MSEDGEWEBVIEW2.EXE-337072FF.pf,MSEDGEWEBVIEW2.EXE,2026-01-09T09:52:41.5582194Z,2026-01-09T11:12:54.8396779Z,80546,0X337072FF,Win11 (31),MSEDGEWEBVIEW2.EXE-337072FF.pf,6
